,STATION_ID,NUM_DOCKS_AVAILABLE,NUM_MECHANICAL,NUM_E_BIKES,NAME,LAT,LON,FREQUENCY_AVAILABLE_DOCKS
560,100868590,20,5,1,Cité Vaneau,48.8542210666207,2.319614924490452,0.7692
1044,523900881,54,2,4,Cité de la Musique,48.888796556487,2.3925811931922,0.9
500,82577019,14,8,8,Cité des Sciences et de l'Industrie,48.89659571178903,2.384599149227142,0.4667
666,128928526,10,2,3,Clapeyron - Moscou,48.88078819514121,2.324815057218075,0.6667
1094,653044270,11,4,0,Claude Bernard - Arbalète,48.83976676978202,2.347510904073715,0.7333
354,54000628,38,7,8,Claude Debussy - Marc Bloch,48.910388180512,2.3117771744728,0.717
122,27363489,22,2,3,Claude Decaen - Cannebière,48.83761417037952,2.397253782195704,0.8148
391,66491391,30,0,1,Claude Vellefaux - Hôpital Saint-Louis,48.87285913900304,2.370071706985146,0.9677
1107,653069115,29,0,2,Claude Vellefaux - Sambre et Meuse,48.875022,2.370478,0.9355
1381,10773448319,8,13,7,Clef des Champs - Albert Dhalenne,48.914938,2.330665,0.2857
1121,653087180,15,4,11,Clichy - Douai,48.88411831886975,2.3287287354469304,0.5
652,126354477,12,4,5,Clichy - Place Blanche,48.883601088297,2.3332237824798,0.5714
602,102311820,30,2,2,Clignancourt - Ordener,48.891457726153774,2.348636478060487,0.8824
1354,2515658032,17,1,1,Clignancourt - Sofia,48.88511992309783,2.34719488842051,0.8947
285,54000543,4,13,8,Cloître Saint-Merri - Renard,48.85883544889818,2.351827919483185,0.16
237,42341698,38,3,2,Cléry - Montmartre,48.867458,2.3445211,0.8837
633,121086415,4,12,7,Colisée - Champs-Elysées,48.870475399387,2.3076190799475,0.1739
628,109609241,18,9,5,Colmar - Victor Hugo,48.88652251096166,2.173960916697979,0.5625
53,10968855,16,1,1,Colonel Monteil - Brune,48.82650293311,2.3092747998272,0.8889
14,7234,0,24,5,Colonel Pierre Avia,48.8296843300915,2.275342586850291,0.0
355,54000629,26,7,1,Commandant Charcot - Bretteville,48.87530570765423,2.2558460757136345,0.7647
264,49403716,21,4,2,Commandant Rivière,48.872933,2.309796,0.7778
640,124390478,14,3,0,Commandant l'Herminier - Gallieni,48.847040552603,2.4160453677177,0.8235
697,129079313,4,33,6,Commerce - Letellier,48.84797660373612,2.2966245196598805,0.093
1071,597245295,12,11,9,Concorde - Stalingrad,48.7985844,2.3821302,0.375
261,49117995,15,1,3,Condorcet - Turgot,48.87985155789093,2.345232367515564,0.7895
1065,586649404,4,11,9,Conservatoire de Musique,48.77093586667601,2.4034014344215398,0.1667
660,128884445,62,2,0,Constantine - Université,48.860680473738334,2.314848195584221,0.9688
1432,16210188070,22,0,6,Convention - Campus de Bobigny,48.914920058264,2.4172238067445,0.7857
479,82499609,4,29,1,Convention - Lourmel,48.84205504165568,2.2859910875558853,0.1176
336,54000607,4,11,3,Convention - Saint-Charles,48.84315611111599,2.2831090539693832,0.2222
593,101756482,9,33,3,Convention - Vaugirard,48.83767682233156,2.295586926020252,0.2
741,208603342,1,17,3,Coquillière - Louvre,48.86379590966231,2.3425736278295517,0.0476
411,66505516,42,1,3,Cordelières - Arago,48.83548071896613,2.348572461702221,0.913
